x y
94.491298100911 674.43979838941
66.1715209949762 1814.02761130219
7.15174104552716 2910.67217739702
70.6220397958532 1694.94944406949
23.0885400203988 3763.18418910012
55.797441676259 2123.08398183544
66.7122273007408 1465.92594446500
95.5090576782823 582.416034918173
82.1468457812443 905.950341005017
93.4861731249839 961.34724331183
4.79564066044986 1935.94009161057
17.2296698670834 3712.50353317427
80.2548030158505 1028.11987458783
2.45146574452519 1316.50474697116
83.547881571576 1289.37512068349
92.4362109741196 704.022755129833
72.1917989198118 1631.80299455703
2.51911559607834 1561.99132223500
31.8819060688838 3671.08228823175
24.0647070342675 3810.34418736695
79.2603979585692 1377.57529565631
36.4326556678861 3183.72975011885
73.4795428579673 1274.16786621423
62.9179069073871 1673.10657558051
69.5192150771618 1480.67974208168
78.1906354008242 1275.17980804106
7.28961774148047 2652.30827739493
42.5601532449946 3119.21474475581
0 0
